[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Na (all spectra): 1702 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 80000
Query NIST Bibliographic Databases for
Na (new window)
Na Energy Levels
Na Line Wavelengths and Classification
Na Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                      Observed  |                        Ritz    |    Rel. |    Aki    | Acc. |             Ei           Ek             |              Lower level              |              Upper level               |  gi   gk  |Type|                  TP  |          Line  |
          |                     Wavelength |                     Wavelength |    Int. |    s^-1   |      |           (cm-1)       (cm-1)           |---------------------------------------|----------------------------------------|           |    |                 Ref. |          Ref.  |
          |                      Air (nm)  |                      Air (nm)  |    (?)  |           |      |                                         | Conf.                 | Term    | J   | Conf.                 | Term     | J   |           |    |                      |                |
Na V      |                                |                   461.8        |         | 5.29e+06  | C+   |   919070           -    940720          | 2s.2p3.(3P*).3s       | 4P*     | 3/2 | 2s2.2p2.(3P).4d       | 4P       | 5/2 |   4 - 6   |    |               u21,LS |                |
Na VI     |                                |                   462          |         | 2.28e+04  | E    |   929774           -    951390          | 2s2.2p.3d             | 3D*     | 1   | 2s.2p2.(4P).3s        | 3P       | 2   |   3 - 5   |    |           T5520c2,LS |                |
Na II     |                   463.394      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   464.620      |                                |      70 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na I      |                   466.48107    |                   466.48107    |       1 | 2.08e+06  | B+   |    16956.17025     -     38387.268      | 2p6.3p                | 2P*     | 1/2 | 2p6.6d                | 2D       | 3/2 |   2 - 4   |    |                  c30 |        L15039  |
Na I      |                   466.85595    |                   466.85567    |      2* | 4.14e+05  | B+   |    16973.36619     -     38387.268      | 2p6.3p                | 2P*     | 3/2 | 2p6.6d                | 2D       | 3/2 |   4 - 4   |    |                  c30 |        L15039  |
Na I      |                   466.85595    |                   466.85595    |      2* | 2.49e+06  | A    |    16973.36619     -     38387.255      | 2p6.3p                | 2P*     | 3/2 | 2p6.6d                | 2D       | 5/2 |   4 - 6   |    |                  c30 |        L15039  |
Na VIII   |                                |                   467          |         | 6.96e+04  | D    |  1827570           -   1848960          | 1s2.2p.4d             | 1D*     | 2   | 1s2.2s.5d             | 1D       | 2   |   5 - 5   |    |              T5633c3 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VI     |                                |                   467          |         | 3.33e+05  | D    |   930000           -    951390          | 2s2.2p.3d             | 3D*     | 2   | 2s.2p2.(4P).3s        | 3P       | 2   |   5 - 5   |    |           T5520c2,LS |                |
Na II     |                   468.964      |                   468.96+      |      50 |           |      |   353202.6         -    374520.3        | 2s2.2p5.(2P*<3/2>).4d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).8f | 2[9/2]   | 4,5 |   9 - 20  |    |                      |          L914  |
Na II     |                   472.2333     |                   472.230+     |     160 |           |      |   332802.21        -    353972.42       | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]   | 3   |   5 - 7   |    |                      |          L914  |
Na II     |                   472.860      |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   473.1141     |                   473.113+     |     160 |           |      |   332841.93        -    353972.63       | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]   | 4   |   7 - 9   |    |                      |          L914  |
